d3mIndex,Company,Date,Close
245,abbv,2/21/2014,44.818000000000005
246,abbv,2/24/2014,44.652
247,abbv,2/25/2014,44.538000000000004
248,abbv,2/26/2014,44.555
249,abbv,2/27/2014,44.70399999999999
250,abbv,2/28/2014,44.70399999999999
251,abbv,3/3/2014,43.985
252,abbv,3/4/2014,45.302
253,abbv,3/5/2014,45.397
254,abbv,3/6/2014,45.696000000000005
255,abbv,3/7/2014,45.188
256,abbv,3/10/2014,45.361000000000004
257,abbv,3/11/2014,45.443999999999996
258,abbv,3/12/2014,45.347
259,abbv,3/13/2014,45.06399999999999
260,abbv,3/14/2014,44.966
261,abbv,3/17/2014,45.644
262,abbv,3/18/2014,46.628
263,abbv,3/19/2014,46.638000000000005
264,abbv,3/20/2014,47.137
265,abbv,3/21/2014,46.943999999999996
266,abbv,3/24/2014,45.099
267,abbv,3/25/2014,45.388000000000005
268,abbv,3/26/2014,45.223
269,abbv,3/27/2014,45.361000000000004
270,abbv,3/28/2014,44.766999999999996
271,abbv,3/31/2014,45.135
272,abbv,4/1/2014,45.75
273,abbv,4/2/2014,46.838
274,abbv,4/3/2014,46.979
275,abbv,4/4/2014,45.836999999999996
276,abbv,4/7/2014,44.45
277,abbv,4/8/2014,43.11600000000001
278,abbv,4/9/2014,44.46
279,abbv,4/10/2014,41.581
280,abbv,4/11/2014,41.162
281,abbv,4/14/2014,41.489
282,abbv,4/15/2014,42.403
283,abbv,4/16/2014,42.63399999999999
284,abbv,4/17/2014,43.016000000000005
285,abbv,4/21/2014,43.793
286,abbv,4/22/2014,44.308
287,abbv,4/23/2014,44.424
288,abbv,4/24/2014,43.696000000000005
289,abbv,4/25/2014,43.536
290,abbv,4/28/2014,45.068999999999996
291,abbv,4/29/2014,45.512
292,abbv,4/30/2014,46.141000000000005
293,abbv,5/1/2014,45.724
294,abbv,5/2/2014,45.345
295,abbv,5/5/2014,45.504
296,abbv,5/6/2014,45.105
297,abbv,5/7/2014,46.771
298,abbv,5/8/2014,46.20399999999999
299,abbv,5/9/2014,46.303000000000004
300,abbv,5/12/2014,46.4
301,abbv,5/13/2014,46.247
302,abbv,5/14/2014,46.841
303,abbv,5/15/2014,46.681000000000004
304,abbv,5/16/2014,46.894
305,abbv,5/19/2014,47.941
306,abbv,5/20/2014,47.43600000000001
307,abbv,5/21/2014,47.196000000000005
308,abbv,5/22/2014,47.515
309,abbv,5/23/2014,47.798
310,abbv,5/27/2014,47.833999999999996
311,abbv,5/28/2014,47.903999999999996
312,abbv,5/29/2014,47.867
313,abbv,5/30/2014,48.13399999999999
314,abbv,6/2/2014,47.974
315,abbv,6/3/2014,48.17100000000001
316,abbv,6/4/2014,48.356
317,abbv,6/5/2014,48.995
318,abbv,6/6/2014,48.817
319,abbv,6/9/2014,47.699
320,abbv,6/10/2014,47.815
321,abbv,6/11/2014,48.047
322,abbv,6/12/2014,47.541000000000004
323,abbv,6/13/2014,47.981
324,abbv,6/16/2014,47.843
325,abbv,6/17/2014,48.107
326,abbv,6/18/2014,48.346000000000004
327,abbv,6/19/2014,48.01
328,abbv,6/20/2014,47.223
329,abbv,6/23/2014,47.621
330,abbv,6/24/2014,47.479
331,abbv,6/25/2014,48.728
332,abbv,6/26/2014,50.067
333,abbv,6/27/2014,50.313
334,abbv,6/30/2014,50.003
335,abbv,7/1/2014,50.402
336,abbv,7/2/2014,51.483999999999995
337,abbv,7/3/2014,51.582
338,abbv,7/7/2014,50.854
339,abbv,7/8/2014,49.339
340,abbv,7/9/2014,48.736999999999995
341,abbv,7/10/2014,49.427
342,abbv,7/11/2014,49.063
343,abbv,7/14/2014,48.963
344,abbv,7/15/2014,47.70399999999999
345,abbv,7/16/2014,47.891999999999996
346,abbv,7/17/2014,47.776
347,abbv,7/18/2014,49.018
348,abbv,7/21/2014,48.205
349,abbv,7/22/2014,48.248999999999995
350,abbv,7/23/2014,48.633
351,abbv,7/24/2014,48.277
352,abbv,7/25/2014,47.472
353,abbv,7/28/2014,47.972
354,abbv,7/29/2014,47.693999999999996
355,abbv,7/30/2014,47.979
356,abbv,7/31/2014,46.722
357,abbv,8/1/2014,46.848
358,abbv,8/4/2014,47.568999999999996
359,abbv,8/5/2014,47.125
360,abbv,8/6/2014,46.463
361,abbv,8/7/2014,46.802
362,abbv,8/8/2014,47.151
363,abbv,8/11/2014,47.588
364,abbv,8/12/2014,47.17
365,abbv,8/13/2014,47.85
366,abbv,8/14/2014,48.375
367,abbv,8/15/2014,48.115
368,abbv,8/18/2014,48.482
369,abbv,8/19/2014,49.358000000000004
370,abbv,8/20/2014,49.152
371,abbv,8/21/2014,49.063
372,abbv,8/22/2014,49.276
373,abbv,8/25/2014,49.873999999999995
374,abbv,8/26/2014,49.768
375,abbv,8/27/2014,49.723
376,abbv,8/28/2014,49.63399999999999
377,abbv,8/29/2014,49.348
378,abbv,9/2/2014,49.162
379,abbv,9/3/2014,49.552
380,abbv,9/4/2014,49.57899999999999
381,abbv,9/5/2014,49.937
382,abbv,9/8/2014,49.607
383,abbv,9/9/2014,50.838
384,abbv,9/10/2014,51.053000000000004
385,abbv,9/11/2014,51.641999999999996
386,abbv,9/12/2014,51.669
387,abbv,9/15/2014,51.714
388,abbv,9/16/2014,52.312
389,abbv,9/17/2014,53.221000000000004
390,abbv,9/18/2014,53.071999999999996
391,abbv,9/19/2014,52.721000000000004
392,abbv,9/22/2014,52.409
393,abbv,9/23/2014,51.38399999999999
394,abbv,9/24/2014,52.711999999999996
395,abbv,9/25/2014,51.778
396,abbv,9/26/2014,52.838
397,abbv,9/29/2014,52.24
398,abbv,9/30/2014,51.56100000000001
399,abbv,10/1/2014,51.089
400,abbv,10/2/2014,50.588
401,abbv,10/3/2014,52.391999999999996
402,abbv,10/6/2014,51.607
403,abbv,10/7/2014,50.571000000000005
404,abbv,10/8/2014,52.081
405,abbv,10/9/2014,50.633
406,abbv,10/10/2014,49.437
407,abbv,10/13/2014,48.223
408,abbv,10/14/2014,48.68
409,abbv,10/15/2014,49.13
410,abbv,10/16/2014,47.574
411,abbv,10/17/2014,47.997
412,abbv,10/20/2014,48.933
413,abbv,10/21/2014,50.625
414,abbv,10/22/2014,51.172
415,abbv,10/23/2014,53.528
416,abbv,10/24/2014,54.222
417,abbv,10/27/2014,54.398999999999994
418,abbv,10/28/2014,54.798
419,abbv,10/29/2014,53.943000000000005
420,abbv,10/30/2014,55.02
421,abbv,10/31/2014,57.071999999999996
422,abbv,11/24/2014,60.957
423,abbv,12/26/2014,60.236999999999995
424,abbv,1/2/2015,59.258
425,abbv,1/5/2015,58.14
426,abbv,1/6/2015,57.854
427,abbv,1/7/2015,60.193999999999996
428,abbv,1/8/2015,60.821999999999996
429,abbv,1/9/2015,59.159
430,abbv,1/12/2015,59.14
431,abbv,1/13/2015,57.437
432,abbv,1/14/2015,57.718999999999994
433,abbv,1/15/2015,56.983999999999995
434,abbv,1/16/2015,58.48
435,abbv,1/20/2015,57.493
436,abbv,1/21/2015,56.813
437,abbv,1/22/2015,57.065
438,abbv,1/23/2015,56.566
439,abbv,1/26/2015,56.931000000000004
440,abbv,1/27/2015,57.174
441,abbv,1/28/2015,56.042
442,abbv,1/29/2015,57.193000000000005
443,abbv,1/30/2015,54.684
444,abbv,2/2/2015,55.001000000000005
445,abbv,2/3/2015,55.861000000000004
446,abbv,2/4/2015,51.565
447,abbv,2/5/2015,52.543
448,abbv,2/6/2015,51.556000000000004
449,abbv,2/9/2015,50.271
450,abbv,2/10/2015,51.54600000000001
451,abbv,2/11/2015,51.367
452,abbv,2/12/2015,51.692
453,abbv,2/13/2015,52.597
454,abbv,2/17/2015,53.206
455,abbv,2/18/2015,53.677
456,abbv,2/19/2015,53.46
457,abbv,2/20/2015,55.544
458,abbv,2/23/2015,54.882
459,abbv,2/24/2015,55.153999999999996
460,abbv,2/25/2015,54.927
461,abbv,2/26/2015,54.836000000000006
462,abbv,2/27/2015,54.818999999999996
463,abbv,3/2/2015,54.783
464,abbv,3/3/2015,54.022
465,abbv,3/4/2015,54.611000000000004
466,abbv,3/5/2015,51.523
467,abbv,3/6/2015,50.413999999999994
468,abbv,3/9/2015,50.324
469,abbv,3/10/2015,50.596000000000004
470,abbv,3/11/2015,51.303000000000004
471,abbv,3/12/2015,52.282
472,abbv,3/13/2015,52.553000000000004
473,abbv,3/16/2015,53.568999999999996
474,abbv,3/17/2015,54.121
475,abbv,3/18/2015,54.265
476,abbv,3/19/2015,55.445
477,abbv,3/20/2015,54.728
478,abbv,3/23/2015,54.802
479,abbv,3/24/2015,54.03
480,abbv,3/25/2015,52.754
481,abbv,3/26/2015,51.891000000000005
482,abbv,3/27/2015,52.236000000000004
483,abbv,3/30/2015,52.772
484,abbv,3/31/2015,53.042
485,abbv,4/1/2015,51.738
486,abbv,4/2/2015,51.656000000000006
487,abbv,4/6/2015,52.201
488,abbv,4/7/2015,52.934
489,abbv,4/8/2015,53.288000000000004
490,abbv,4/9/2015,54.656000000000006
491,abbv,4/10/2015,56.177
492,abbv,4/13/2015,55.913000000000004
493,abbv,4/14/2015,56.388000000000005
494,abbv,4/15/2015,56.67100000000001
495,abbv,4/16/2015,57.183
496,abbv,4/17/2015,56.909
497,abbv,4/20/2015,58.05
498,abbv,4/21/2015,58.11600000000001
499,abbv,4/22/2015,58.946000000000005
500,abbv,4/23/2015,58.7
501,abbv,4/24/2015,60.363
502,abbv,4/27/2015,59.403999999999996
503,abbv,4/28/2015,60.744
504,abbv,4/29/2015,59.96
505,abbv,4/30/2015,59.074
506,abbv,5/1/2015,58.762
507,abbv,5/4/2015,59.093
508,abbv,5/5/2015,58.342
509,abbv,5/6/2015,58.417
510,abbv,5/7/2015,59.111000000000004
511,abbv,5/8/2015,59.604
512,abbv,5/11/2015,59.567
513,abbv,5/12/2015,59.211000000000006
514,abbv,5/13/2015,59.658
515,abbv,5/14/2015,60.272
516,abbv,5/15/2015,60.288999999999994
517,abbv,5/18/2015,59.941
518,abbv,5/19/2015,60.051
519,abbv,5/20/2015,60.199
520,abbv,5/21/2015,59.979
521,abbv,5/22/2015,59.825
522,abbv,5/26/2015,60.39
523,abbv,5/27/2015,61.56100000000001
524,abbv,5/28/2015,61.641999999999996
525,abbv,5/29/2015,60.836999999999996
526,abbv,6/1/2015,61.148
527,abbv,6/2/2015,60.864
528,abbv,6/3/2015,61.221000000000004
529,abbv,6/4/2015,61.593
530,abbv,6/5/2015,61.578
531,abbv,6/8/2015,61.934
532,abbv,6/9/2015,61.823
533,abbv,6/10/2015,62.345
534,abbv,6/11/2015,62.161
535,abbv,6/12/2015,61.25899999999999
536,abbv,6/15/2015,61.131
537,abbv,6/16/2015,61.0
538,abbv,6/17/2015,61.915
539,abbv,6/18/2015,63.022
540,abbv,6/19/2015,63.476000000000006
541,abbv,6/22/2015,64.062
542,abbv,6/23/2015,63.971000000000004
543,abbv,6/24/2015,63.24100000000001
544,abbv,6/25/2015,63.788000000000004
545,abbv,6/26/2015,64.373
546,abbv,6/29/2015,61.376000000000005
547,abbv,6/30/2015,61.385
548,abbv,7/1/2015,62.59
549,abbv,7/2/2015,62.318000000000005
550,abbv,7/6/2015,62.327
551,abbv,7/7/2015,62.637
552,abbv,7/8/2015,61.81399999999999
553,abbv,7/9/2015,62.098
554,abbv,7/10/2015,63.25
555,abbv,7/13/2015,64.032
556,abbv,7/14/2015,64.244
557,abbv,7/15/2015,64.196
558,abbv,7/16/2015,64.418
559,abbv,7/17/2015,64.418
560,abbv,7/20/2015,65.163
561,abbv,7/21/2015,64.926
562,abbv,7/22/2015,64.944
563,abbv,7/23/2015,64.906
564,abbv,7/24/2015,62.661
565,abbv,7/27/2015,63.82
566,abbv,7/28/2015,65.559
567,abbv,7/29/2015,65.138
568,abbv,7/30/2015,64.574
569,abbv,7/31/2015,64.437
570,abbv,8/3/2015,64.179
571,abbv,8/4/2015,64.381
572,abbv,8/5/2015,64.704
573,abbv,8/6/2015,63.728
574,abbv,8/7/2015,63.156000000000006
575,abbv,8/10/2015,63.699
576,abbv,8/11/2015,62.817
577,abbv,8/12/2015,63.276
578,abbv,8/13/2015,63.083
579,abbv,8/14/2015,63.184
580,abbv,8/17/2015,63.85
581,abbv,8/18/2015,63.376999999999995
582,abbv,8/19/2015,63.131
583,abbv,8/20/2015,62.108000000000004
584,abbv,8/21/2015,60.653
585,abbv,8/24/2015,58.4
586,abbv,8/25/2015,55.876000000000005
587,abbv,8/26/2015,58.115
588,abbv,8/27/2015,59.376000000000005
589,abbv,8/28/2015,58.886
590,abbv,8/31/2015,57.441
591,abbv,9/1/2015,55.684
592,abbv,9/2/2015,56.126000000000005
593,abbv,9/3/2015,56.678000000000004
594,abbv,9/4/2015,55.01
595,abbv,9/8/2015,55.747
596,abbv,9/9/2015,54.542
597,abbv,9/10/2015,54.836000000000006
598,abbv,9/11/2015,54.625
599,abbv,9/14/2015,54.248999999999995
600,abbv,9/15/2015,54.488
601,abbv,9/16/2015,54.773
602,abbv,9/17/2015,55.095
603,abbv,9/18/2015,56.348
604,abbv,9/21/2015,54.662
605,abbv,9/22/2015,53.143
606,abbv,9/23/2015,52.86
607,abbv,9/24/2015,52.067
608,abbv,9/25/2015,51.303000000000004
609,abbv,9/28/2015,48.321000000000005
610,abbv,9/29/2015,48.586999999999996
611,abbv,9/30/2015,50.07899999999999
612,abbv,10/1/2015,50.742
613,abbv,10/2/2015,51.376999999999995
614,abbv,10/5/2015,52.168
615,abbv,10/6/2015,50.695
616,abbv,10/7/2015,51.202
617,abbv,10/8/2015,51.57899999999999
618,abbv,10/9/2015,51.211000000000006
619,abbv,10/12/2015,51.331
620,abbv,10/13/2015,49.974
621,abbv,10/14/2015,50.103
622,abbv,10/15/2015,52.147
623,abbv,10/16/2015,52.51
624,abbv,10/19/2015,52.166000000000004
625,abbv,10/20/2015,50.931000000000004
626,abbv,10/21/2015,50.001000000000005
627,abbv,10/22/2015,44.836999999999996
628,abbv,10/23/2015,46.761
629,abbv,10/26/2015,48.181999999999995
630,abbv,10/27/2015,48.84
631,abbv,10/28/2015,49.472
632,abbv,10/29/2015,50.253
633,abbv,10/30/2015,55.31399999999999
634,abbv,11/25/2015,56.001999999999995
635,abbv,12/28/2015,54.571000000000005
636,abbv,1/4/2016,53.513999999999996
637,abbv,1/5/2016,53.291000000000004
638,abbv,1/6/2016,53.301
639,abbv,1/7/2016,53.141000000000005
640,abbv,1/8/2016,51.692
641,abbv,1/11/2016,50.049
642,abbv,1/12/2016,50.94
643,abbv,1/13/2016,48.04
644,abbv,1/14/2016,51.213
645,abbv,1/15/2016,53.823
646,abbv,1/19/2016,51.617
647,abbv,1/20/2016,53.643
648,abbv,1/21/2016,54.778999999999996
649,abbv,1/22/2016,55.22
650,abbv,1/25/2016,55.052
651,abbv,1/26/2016,54.68600000000001
652,abbv,1/27/2016,53.606
653,abbv,1/28/2016,52.422
654,abbv,1/29/2016,51.532
655,abbv,2/1/2016,51.052
656,abbv,2/2/2016,50.641000000000005
657,abbv,2/3/2016,53.353
658,abbv,2/4/2016,53.277
659,abbv,2/5/2016,49.86
660,abbv,2/8/2016,49.646
661,abbv,2/9/2016,50.199
662,abbv,2/10/2016,49.486000000000004
663,abbv,2/11/2016,48.978
664,abbv,2/12/2016,49.354
665,abbv,2/16/2016,50.227
666,abbv,2/17/2016,51.635
667,abbv,2/18/2016,51.20399999999999
668,abbv,2/19/2016,50.958999999999996
669,abbv,2/22/2016,51.888000000000005
670,abbv,2/23/2016,51.69
671,abbv,2/24/2016,51.523999999999994
672,abbv,2/25/2016,52.753
673,abbv,2/26/2016,52.56399999999999
674,abbv,2/1/2016,51.258
675,abbv,3/1/2016,52.882
676,abbv,3/2/2016,52.283
677,abbv,3/3/2016,52.498000000000005
678,abbv,3/4/2016,52.70399999999999
679,abbv,3/7/2016,52.94
680,abbv,3/8/2016,51.925
681,abbv,3/9/2016,52.93
682,abbv,3/10/2016,52.78
683,abbv,3/11/2016,54.188
684,abbv,3/14/2016,53.7
685,abbv,3/15/2016,52.207
686,abbv,3/16/2016,52.856
687,abbv,3/17/2016,51.925
688,abbv,3/18/2016,53.099
689,abbv,3/21/2016,52.574
690,abbv,3/22/2016,53.97
691,abbv,3/23/2016,52.901
692,abbv,3/24/2016,52.678000000000004
693,abbv,3/28/2016,52.668
694,abbv,3/29/2016,53.549
695,abbv,3/30/2016,53.504
696,abbv,3/31/2016,53.61600000000001
697,abbv,4/1/2016,53.897
698,abbv,4/4/2016,55.577
699,abbv,4/5/2016,54.949
700,abbv,4/6/2016,56.216
701,abbv,4/7/2016,55.662
702,abbv,4/8/2016,54.882
703,abbv,4/11/2016,54.91
704,abbv,4/12/2016,56.216
705,abbv,4/13/2016,55.968999999999994
706,abbv,4/14/2016,56.177
707,abbv,4/15/2016,56.396
708,abbv,4/18/2016,56.745
709,abbv,4/19/2016,57.021
710,abbv,4/20/2016,57.315
711,abbv,4/21/2016,58.158
712,abbv,4/22/2016,58.206
713,abbv,4/25/2016,57.778999999999996
714,abbv,4/26/2016,57.74
715,abbv,4/27/2016,57.523
716,abbv,4/28/2016,57.997
717,abbv,4/29/2016,57.808
718,abbv,5/2/2016,58.224
719,abbv,5/3/2016,58.537
720,abbv,5/4/2016,58.243
721,abbv,5/5/2016,59.076
722,abbv,5/6/2016,59.239
723,abbv,5/9/2016,60.367
724,abbv,5/10/2016,60.403999999999996
725,abbv,5/11/2016,59.417
726,abbv,5/12/2016,59.218999999999994
727,abbv,5/13/2016,58.754
728,abbv,5/16/2016,59.181000000000004
729,abbv,5/17/2016,57.097
730,abbv,5/18/2016,57.295
731,abbv,5/19/2016,56.177
732,abbv,5/20/2016,56.565
733,abbv,5/23/2016,56.196000000000005
734,abbv,5/24/2016,57.523
735,abbv,5/25/2016,58.016000000000005
736,abbv,5/26/2016,58.66
737,abbv,5/27/2016,59.427
738,abbv,5/31/2016,59.636
739,abbv,6/1/2016,59.542
740,abbv,6/2/2016,61.684
741,abbv,6/3/2016,61.596000000000004
742,abbv,6/6/2016,59.532
743,abbv,6/7/2016,59.799
744,abbv,6/8/2016,58.498999999999995
745,abbv,6/9/2016,57.57
746,abbv,6/10/2016,57.808
747,abbv,6/13/2016,56.793
748,abbv,6/14/2016,56.765
749,abbv,6/15/2016,57.238
750,abbv,6/16/2016,57.711999999999996
751,abbv,6/17/2016,56.869
752,abbv,6/20/2016,56.964
753,abbv,6/21/2016,56.84
754,abbv,6/22/2016,57.229
755,abbv,6/23/2016,58.101000000000006
756,abbv,6/24/2016,56.728
757,abbv,6/27/2016,55.608999999999995
758,abbv,6/28/2016,56.849
759,abbv,6/29/2016,58.575
760,abbv,6/30/2016,58.67
761,abbv,7/1/2016,59.427
762,abbv,7/5/2016,58.678999999999995
763,abbv,7/6/2016,60.053000000000004
764,abbv,7/7/2016,60.111000000000004
765,abbv,7/8/2016,60.802
766,abbv,7/11/2016,60.983000000000004
767,abbv,7/12/2016,62.071999999999996
768,abbv,7/13/2016,61.919
769,abbv,7/14/2016,60.818999999999996
770,abbv,7/15/2016,60.533
771,abbv,7/18/2016,60.762
